transaction_id:0, Start
INFO:transaction history:transaction_id:0, Start
transaction_id:0, query_type:increment, key:92107359, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107053, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107053, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106714, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106714, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107365, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107365, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106501, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106501, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106909, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106909, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107420, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107420, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107211, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107211, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107160, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107160, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107054, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107054, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106715, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106715, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107366, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107366, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106502, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106502, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106910, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106910, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107421, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107421, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107212, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107212, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107161, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107161, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107055, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107055, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106716, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106716, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107367, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107367, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106503, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106503, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106911, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106911, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107422, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107422, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107213, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107213, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107162, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107162, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107056, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107056, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106717, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106717, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107368, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107368, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106504, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106504, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106912, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106912, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107423, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107423, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107214, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107214, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107163, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107163, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107057, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107057, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106718, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106718, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107369, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107369, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106505, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106505, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106913, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106913, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107424, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107424, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107215, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107215, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107164, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107164, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107058, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107058, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106719, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106719, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107370, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107370, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106506, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106506, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106914, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106914, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107425, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107425, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107216, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107216, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107165, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107165, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107059, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107059, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106720, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106720, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107371, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107371, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106507, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106507, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106915, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106915, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107426, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107426, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107217, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107217, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107166, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107166, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107060, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107060, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106721, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106721, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107372, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107372, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106508, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106508, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106916, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106916, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107427, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107427, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107218, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107218, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107167, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107167, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107061, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107061, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106722, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106722, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107373, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107373, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106509, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106509, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106917, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106917, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107428, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107428, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107219, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107219, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107168, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107168, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107062, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107062, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106723, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106723, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107374, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107374, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106510, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106510, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106918, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106918, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107429, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107429, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107220, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107220, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107169, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107169, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107063, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107063, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106724, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106724, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107375, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107375, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106511, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106511, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106919, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106919, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107430, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107430, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107221, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107221, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107170, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107170, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107064, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107064, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106725, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106725, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107376, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107376, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106512, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106512, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106920, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106920, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107431, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107431, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107222, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107222, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107171, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107171, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107065, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107065, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106726, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106726, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107377, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107377, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106513, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106513, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106921, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106921, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107432, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107432, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107223, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107223, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107172, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107172, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107066, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107066, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106727, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106727, old value:0, update_column: 1
transaction_id:0, query_type:increment, key:92107378, old value:0, update_column: 1
INFO:transaction history:transaction_id:0, query_type:increment, key:92107378, old value:0, update_column: 1
transaction_id:2, query_type:increment, key:92106514, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106514, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106922, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106922, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107433, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107433, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107224, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107224, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107173, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107173, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107067, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107067, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106728, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106728, old value:0, update_column: 1
transaction_id:0, Aborted
INFO:transaction history:transaction_id:0, Aborted
transaction_id:2, query_type:increment, key:92106515, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106515, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106923, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106923, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107434, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107434, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107225, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107225, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107174, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107174, old value:0, update_column: 1
transaction_id:1, query_type:increment, key:92107068, old value:0, update_column: 1
INFO:transaction history:transaction_id:1, query_type:increment, key:92107068, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106729, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106729, old value:0, update_column: 1
transaction_id:8, Start
INFO:transaction history:transaction_id:8, Start
transaction_id:2, query_type:increment, key:92106516, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106516, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106924, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106924, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107435, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107435, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107226, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107226, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107175, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107175, old value:0, update_column: 1
transaction_id:1, Aborted
INFO:transaction history:transaction_id:1, Aborted
transaction_id:6, query_type:increment, key:92106730, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106730, old value:0, update_column: 1
transaction_id:8, Aborted
INFO:transaction history:transaction_id:8, Aborted
transaction_id:2, query_type:increment, key:92106517, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106517, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106925, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106925, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107436, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107436, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107227, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107227, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107176, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107176, old value:0, update_column: 1
transaction_id:9, Start
INFO:transaction history:transaction_id:9, Start
transaction_id:6, query_type:increment, key:92106731, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106731, old value:0, update_column: 1
transaction_id:16, Start
INFO:transaction history:transaction_id:16, Start
transaction_id:2, query_type:increment, key:92106518, old value:0, update_column: 1
INFO:transaction history:transaction_id:2, query_type:increment, key:92106518, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106926, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106926, old value:0, update_column: 1
transaction_id:4, query_type:increment, key:92107437, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107437, old value:0, update_column: 1
transaction_id:3, query_type:increment, key:92107228, old value:0, update_column: 1
INFO:transaction history:transaction_id:3, query_type:increment, key:92107228, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107177, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107177, old value:0, update_column: 1
transaction_id:9, query_type:increment, key:92107119, old value:0, update_column: 1
INFO:transaction history:transaction_id:9, query_type:increment, key:92107119, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106732, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106732, old value:0, update_column: 1
transaction_id:16, query_type:increment, key:92106774, old value:0, update_column: 1
INFO:transaction history:transaction_id:16, query_type:increment, key:92106774, old value:0, update_column: 1
transaction_id:2, Aborted
INFO:transaction history:transaction_id:2, Aborted
transaction_id:10, Start
INFO:transaction history:transaction_id:10, Start
transaction_id:4, query_type:increment, key:92107438, old value:0, update_column: 1
INFO:transaction history:transaction_id:4, query_type:increment, key:92107438, old value:0, update_column: 1
transaction_id:3, Aborted
INFO:transaction history:transaction_id:3, Aborted
transaction_id:11, Start
INFO:transaction history:transaction_id:11, Start
transaction_id:9, query_type:increment, key:92107120, old value:0, update_column: 1
INFO:transaction history:transaction_id:9, query_type:increment, key:92107120, old value:0, update_column: 1
transaction_id:6, query_type:increment, key:92106733, old value:0, update_column: 1
INFO:transaction history:transaction_id:6, query_type:increment, key:92106733, old value:0, update_column: 1
transaction_id:16, query_type:increment, key:92106775, old value:0, update_column: 1
INFO:transaction history:transaction_id:16, query_type:increment, key:92106775, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106927, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106927, old value:0, update_column: 1
transaction_id:10, query_type:increment, key:92107394, old value:0, update_column: 1
INFO:transaction history:transaction_id:10, query_type:increment, key:92107394, old value:0, update_column: 1
transaction_id:4, Aborted
INFO:transaction history:transaction_id:4, Aborted
transaction_id:12, Start
INFO:transaction history:transaction_id:12, Start
transaction_id:12, Aborted
INFO:transaction history:transaction_id:12, Aborted
transaction_id:20, Start
INFO:transaction history:transaction_id:20, Start
transaction_id:6, Aborted
INFO:transaction history:transaction_id:6, Aborted
transaction_id:16, query_type:increment, key:92106776, old value:0, update_column: 1
INFO:transaction history:transaction_id:16, query_type:increment, key:92106776, old value:0, update_column: 1
transaction_id:7, query_type:increment, key:92106928, old value:0, update_column: 1
INFO:transaction history:transaction_id:7, query_type:increment, key:92106928, old value:0, update_column: 1
transaction_id:10, query_type:increment, key:92107395, old value:0, update_column: 1
INFO:transaction history:transaction_id:10, query_type:increment, key:92107395, old value:0, update_column: 1
transaction_id:5, query_type:increment, key:92107178, old value:0, update_column: 1
INFO:transaction history:transaction_id:5, query_type:increment, key:92107178, old value:0, update_column: 1
transaction_id:11, query_type:increment, key:92107244, old value:0, update_column: 1
INFO:transaction history:transaction_id:11, query_type:increment, key:92107244, old value:0, update_column: 1
transaction_id:9, query_type:increment, key:92107121, old value:0, update_column: 1
INFO:transaction history:transaction_id:9, query_type:increment, key:92107121, old value:0, update_column: 1
transaction_id:20, query_type:increment, key:92106569, old value:0, update_column: 1
INFO:transaction history:transaction_id:20, query_type:increment, key:92106569, old value:0, update_column: 1
transaction_id:14, Start
INFO:transaction history:transaction_id:14, Start
transaction_id:16, query_type:increment, key:92106777, old value:0, update_column: 1
INFO:transaction history:transaction_id:16, query_type:increment, key:92106777, old value:0, update_column: 1
transaction_id:7, Aborted
INFO:transaction history:transaction_id:7, Aborted
transaction_id:15, Start
INFO:transaction history:transaction_id:15, Start
transaction_id:15, query_type:increment, key:92107334, old value:0, update_column: 1
INFO:transaction history:transaction_id:15, query_type:increment, key:92107334, old value:0, update_column: 1
transaction_id:11, query_type:increment, key:92107245, old value:0, update_column: 1
INFO:transaction history:transaction_id:11, query_type:increment, key:92107245, old value:0, update_column: 1
transaction_id:9, query_type:increment, key:92107122, old value:0, update_column: 1
INFO:transaction history:transaction_id:9, query_type:increment, key:92107122, old value:0, update_column: 1
transaction_id:20, query_type:increment, key:92106570, old value:0, update_column: 1
